,at,reviewCreatedVersion,content,score,sentiment
1455,2023-03-01 06:23:36,5.0.0,"Saya tidak bisa mengimput NIK sya di aplikasi yg baru ini Keterangan ""nik dan nama tidak sesuai Jdi tidak bisa masuk dan cek sartifikat vaksin. Mohon segera di perbaiki",1,negative
1456,2023-03-10 05:51:47,5.2.0,"Sertifikat vaksin booster ga muncul di aplikasi, layanan customer servic juga ga bisa, lah trus solusinya apa, Ini aplikasi sangat tidak di sarankan untuk di download ya ges",1,negative
1457,2023-03-18 14:16:04,5.2.1,"Tolong diperbaiki. Msh bagus yg peduli lindungi. Saya masuk tdk bisa"" akun tidak ditemukan silahkan mendaftar"" saya daftar "" user already exist"" ini bagaimana?",1,negative
1458,2023-03-03 03:42:21,5.0.0,Aplikasinya tidak bisa dibuka pada saat dibutuhkan begini... Di update bukannya tambah bagus malah makin rusak..gmna ini team IT nya?? PARAH,1,negative
1459,2023-03-01 16:22:13,5.0.0,Aku ksh bintang 1..kok d upgrade malah ngebug..padahal data yg masuk sdh bener tp selalu muncul sesi telah hbs dan g bisa log in,1,negative
1461,2023-03-15 01:55:12,5.2.1,"Masa orang udah vaksin ke 3, riwayat vaksin nya masih merah, untung udah download file di apk lama ( peduli lindungi ). Sejak update semakin menurun kinerja nih apk.",1,negative
1462,2023-03-06 09:59:43,5.2.0,"Saya sudah vaksin booster 2, tapi sertifikat belum muncul juga.. Sedangkan teman teman saya yg barengan sudah pada muncul.. Mohon kerjasama nya",1,negative
1463,2023-03-07 11:08:05,5.2.0,Saya mengalami bug ketika mau buka aplikasinya hp saya 'Infinix Smart 6' mohon diperbaiki lagi mau download sertifikat vaksin tidak bisa,1,negative
1464,2023-04-07 12:24:26,5.3.2,aplikasinya tolong diperbaiki tidak semua orang punya whatsapp untuk membuka kode otp seharusnya bisa ada opsi via sms,1,negative
1465,2023-03-16 03:05:00,5.2.1,"Bukanya mempermudah malah mempersulit,udh coba login malah akun tidak ditemukan daftar juga gk bisa maunya gimana sih,tolong perbaiki lagi!",1,negative
1466,2023-03-01 01:15:59,5.0.0,"Tidak bisa login selalu muncul notifikasi terjadi kesalahan, padahal tertulis di awal data dari pedulilindungi telah termigrasi ke satu sehat",1,negative
1467,2023-03-21 13:13:28,5.2.1,"Najiss ni aplikasi tiba tiba gabisa masuk huft, padahal udah daftar, giliran daftar akun sudah ada, giliran mau masuk akun nya suruh daftar aplikasi di update malah tambah sampah ciuhh",1,negative
1468,2023-03-23 01:45:52,5.2.1,"Sangat tidak membantu,karena tidak bisa mendownload sertifikat vaksinasi.. Berbeda dengan aplikasi sebelumnya.. Ini malah semakin ribet",1,negative
1469,2023-04-01 04:33:55,5.3.1,"Satusehat lebih buruk daripada peduli lindungi. Kenapa hasil download sertifikat vaksin, QR code nya berbeda sama QRCode di aplikasi? Setifikat booster kedua juga TIDAK MUNCUL.",1,negative
1470,2023-04-06 20:04:46,5.3.2,"Gak bisa di buka aplikasinya, mau masuk malah di suruh update tapi tetap gak bisa, tolong di perbaiki, mau liat hasil soalnya",1,negative
1471,2023-03-08 05:32:45,5.2.0,Hallo saya mau cetak sertifikat vaksin ga bisa di buka aplikasinya. Tolong di bantu. Bagusan yg pedulilindungi. Satu sehat ga bisa di buka. Aplikasinya,1,negative
1472,2023-03-10 02:42:37,5.2.0,Setelah aplikasi di perbaharui malah tidak bisa dibuka lagi. Udah instal 5x tetep ga bisa. Tolong dengan sangat segera di perbaiki.,1,negative
1473,2023-03-14 04:16:27,5.2.1,Parahh sertifikat vaksin 1-2 gak muncul di aplikasi sekrng dulu pas masih aplikas peduli lindungi mash ada tuh sertifikat di aplikasi sekrng malah parah ga ada ...kacauuu!!!!!,1,negative
1474,2023-03-13 11:35:56,5.2.1,Bagusan pedulilindungi.udah instal satusehat masuk dengan email tp yg masuk akun lain.tak hapus trus tak instal lagi udah 3x eh malah gak bisa kebuka sama sekali .....🤦‍♂️🤦‍♂️🤦‍♂️,1,negative
1475,2023-03-05 07:24:45,5.2.0,"Menggunakan HP vivo Y21 tidak bisa masuk aplikasi, nge bug di logo aplikasi, tidak bisa dibuka, tolong segera di perbaiki agar mudah digunakan semua user,",1,negative
1476,2023-03-09 08:53:38,5.2.0,"Aplikasinya stuck di logo, kalau updatenya belum siap jangan di release dulu, buat ribet saja, tidak bisa digunakan sama sekali",1,negative
1477,2023-03-31 15:39:47,5.3.1,"Nggk bisa buat daftar, selalu tulisanya nomor/ email sudah terdaftar padahal udh gnti nomor sma email yang terbaru dan baru buat ttp g bisa Tolong dong sertifikat vaksin penting nii",1,negative
1478,2023-03-01 07:31:18,5.0.0,"Makin d perbarui bukannya makin bagus malah makin bikin pusing makin gakaruan, mengnduh sertifikat nya aja susah gabisa terus mana sertifikat vaksin yg udah ada malah jadi gaada setelah apk nya d perbaharui padahal sertifikat itu penting banget kalo kita bepergian kemana mana",1,negative
1479,2023-03-17 18:06:04,5.2.1,Baru tahu kalau lindungi peduli di ganti satusehat.tapi aku cek sertifikat vaksi saya ngak ada.padahal saya sudah vaksin yg ke 3.dulu di lindungi peduli ada lengkap.kenapa sekarang di ganti satusehat saya cek tak ada sama sekali.terus gimana ini.,2,negative
1480,2023-03-05 01:34:46,5.2.0,Makin kesini aplikasi nya nggak jelas stuck terus tidak bisa di buka..masa harus hapus terus instal ulang terus. Padahal dulu lancar-lancar aja.,2,negative
1481,2023-03-05 02:28:04,5.2.0,"Kenapa aplikasi yh tidak bisa menampilkan hasil tes vaksin sebelum yh yg ad di aplikasi pedulilindugi, sekarang kenapa aplikasi yh gk bisa kebuka di hpe vivo sih bukan yh aplikasinya tambah bgus mlh tambah geselin, mana data"" Yg ad di aplikasi pedulilindugi yg lama ilang semua lgi,ganti aj aplikasi pedulilindugi yg lama, dari pada bikin ora ribet+ kesel jdi lebih bgusa pedulilindugi yg lama lebih berguna",1,negative
1482,2023-03-11 15:54:27,5.2.1,setelah diupdate dan berganti nama menjadi satusehat malah gak bisa download sertifikat vaksin. Perbaiki lagi lah aplikasinya,1,negative
1484,2023-03-24 00:01:29,5.2.1,"Apaan sih ini. Tidak bisa daftar, nge bug kah ini. Lebih mudah aplikasi peduli lindungi. Yang kasih bintang 5 di aplikasi satu sehat pasti Admin sendiri ini.",1,negative
1485,2023-03-06 10:19:38,5.2.0,"Update bukanya makin bagus malah makin bobrok ga bisa di buka,ga usah so soan update aplikasi udah diem aja ga usah di otak atik atau ga usah ngadain aplikasi kalo ga siap.",1,negative
1486,2023-03-03 04:02:59,5.0.0,"Padahal tadinya data yang di PeduliLindungi udah dibenerin, pas ganti jadi SatuSehat, malah kembali ke data yang salah. Padahal di PeduliLindungi sendiri baru dibenerin setelah 1 bulan. Dan tiket vaksin yang tadinya ada sampe Booster ke-2, di SatuSehat malah cuma sampe Booster ke-1",2,negative
1487,2023-04-01 11:52:11,5.3.1,Maaf aplikasi satu sehat kurang bagus banget....aku kasih bintang satu aj deh ...tolong di tingkat kan kwalitas nya ya....,1,negative
1488,2023-03-09 17:54:34,5.2.0,"Setelah update, aplikasi tidak bisa di buka lagi, menbuat urusan perjalanan jadi semakin lambat, mohon di perbaiki, terima kasih",1,negative
1489,2023-03-22 20:27:41,5.2.1,"Pengalaman yang buat bingung, aplikasinya di update terus, tapi tidak bisa cek hasil vaksin pertama dan kedua. INDONESIA, INDONESIA",1,negative
1490,2023-03-03 23:57:54,5.2.0,"Aplikasi e payah, gimana ini gak bisa buka, jadi mau login juga ndak bisa uda dari kemarin ini sulit banget, kanapa pake ganti aplikasi segala",1,negative
1491,2023-03-07 18:25:34,5.2.0,Tolong Di perbaiki secepatnya saya belum sempet ngambil gambar sertifikat boster dan kartu vaksin saya hilang tgl 20 mau melakukan perjalan pulkam saya bingung nggak bisa akses pedulilindungi(satusehat) normalkan seperti biasanya,1,negative
1493,2023-03-09 03:23:39,5.2.0,Tidak bisa di gunakan.. Aplikasi tidak berjalan dan tampilan tidak berubah saat di buka aplikasi di halaman pertama..,1,negative
1495,2023-02-22 01:07:43,4.6.0,"Saya tidak bisa login hampir 1 bulan sudah lapor ke pengaduan CS tapi belum bisa login info nya sedang dalam proses sama tim terkait suruh di cek secara berkala hampir 1 bulan sama belum selesai², payah banget aplikasi nya. di bantu dengan nomor pelaporan 230213_npync sudah hapus data di penyimpanan tetap gak bisa.",1,negative
1498,2023-03-10 07:01:13,5.2.0,"Ini gimana sih,setelah update kok gk bisa liat sertifikat vaksin saya padahal sebelumnya ada,lihat di riwayat juga gk bisa,aneh bukan nya mempermudah malah makin di persulit",1,negative
1500,2023-03-02 16:28:26,5.0.0,"Katanya ga usah pusing bikin akun baru tinggal masukin nomor yang dulu terdaftar, nyatanya saya tidak bisa login pake nomer itu udah dicoba berkali kali tetap sama",1,negative
1501,2023-03-31 08:00:16,5.3.1,"Kalo mau cari untung minimal modal lah, aplikasi di bikin bener dulu, bukan ngasal launching kocak. Kebelet banget cari untung",1,negative
1502,2023-03-07 14:29:11,5.2.0,"Saya mengalami gangguan pada saat upgrade menjadi @satusehat dimana layar hp freze tidak bisa masuk / log in, mohon untuk segera diperbaiki 🙏🏻",1,negative
1504,2023-03-13 11:19:34,5.2.1,"Vaksin boster 2 tidak muncul, padahal di apl peduli lindungi sudah muncul, pusat bantuan wa otomatis hadduh, disuruh log out dulu udah beberapa kali log out tetep aja ga muncul boster 2 nya",1,negative
1505,2023-03-24 08:44:41,5.2.1,"Sudah 100x buka aplikasi ini mau mendownload sertifikat vaksin tapi di daftar menu tidak ada. Lebih baik pake aplikasi yang lama pedulilindungi Gimana cara melihat or download serifikat vaksin 1,2,3 serta booster di aplikasi satu sehat mobile?",1,negative
1506,2023-03-01 13:03:54,5.0.0,Setelah pembaruan ke aplikasi Satusehat malahan nggak bisa login pake akun PeduLindungi. Terus gunanya apa kalo gitu nggak bisa login,2,negative
1507,2023-03-01 16:11:19,5.0.0,"Kenapa sya tidak bisa masuk k aplikasi ya setelah upgrade,, langsung keluar terus dr aplikasi Mohon bantuan nya.. pdahal d keterangan kompatible d hp saya",1,negative
1508,2023-03-08 10:39:45,5.2.0,Aplikasinya tidak berjalan dengan baik hanya sampai logonya saja padahal saya sudah hapus memori dan data tetap tidak bisa saya apus apknya lalu download lagi tetap sama mohon segera di perbaiki,1,negative
1510,2023-03-01 04:14:26,5.0.0,"Setelah update malah nggk bisa masuk akun, kirim lewat email jg gk ada notifnya sma sekali. Ini giman Tolong di perbaiki!!",1,negative
1511,2023-03-24 07:39:20,5.2.1,Tolong aplikasinya di perbaiki lagi. Sertifikat vaksin bosteer ke 2 belum muncul. Padahal sudah terinput di Pcare🥺,1,negative
1512,2023-03-09 08:41:09,5.2.0,"Kenapa aplikasi y"" gk bisa di buka. Aplikasi sebelum nya disuruh memperbarui, setelah diperbarui gk bisa dibuka aplikasi y"",,, gimana sihhh,,,",1,negative
1513,2023-03-16 05:10:55,5.2.1,"Udh bsa login, eh minta diperbaharui, sdh diperbaharui malah gk bsa masuk katanya no.ny tdr terdaftar.. gmn ini? Disurug vaksin tpi kok ribet yaa aplikasi nya",1,negative
1514,2023-03-09 22:44:45,5.2.0,"Woiii app macam apa ini dah kok malah gak bisa kepake setelah di upgrade?udh uninstal , instal balik kok malah satu sehat bae yg muncul kagak gerak2😄parah ni app👎👎👎👎",1,negative
1515,2023-03-03 02:15:44,5.0.0,"Ni gimana keluar terus aplikasinya masuk aja enggak uda di clear chance,clear data gak bisa juga?? Uda 3 hp saya coba download keluar semua",1,negative
1517,2023-03-01 13:33:03,5.0.0,"Kenapa habis di update malah saya gak bisa login lagi Berkali kalo di coba selalu ""sesi anda sdh habis, silakan login lagi"" Saya lg perlu cepat sertifikat vaksin",1,negative
1518,2023-02-28 22:43:44,5.0.0,Sepertinya antar muka baru belum siap untuk di publikasikan... Tidak bisa login baik menggunakan nomor telepon ataupun email.. hadehhhhhhhhh...,2,negative
1520,2023-03-05 04:30:49,5.2.0,"Saat saya menggunakan aplikasi ini sering kali meminta untuk menyalakan notifikasi padahal notifikasi di hp saya sudah nyala, tetapi tetap saja tidak bisa masuk walaupun sudah dinyalakan",2,negative
1521,2023-03-06 06:56:53,5.2.0,"Ko bisa gitu ya? Di hp vivo aplikasi tak bisa buka stak di logo aja,apa harus lakuinnya supaya balik normal lagi? Apakah emang aplikasinya emang BB lm fix??",2,negative
1522,2023-03-05 15:20:15,5.2.0,"Setelah update jadi satu sehat malah ga berfungsi, hanya stuck pada logo awal dan tidak bisa akses ke menu lain, bagaimana ini? Harusnya di permudah bukan malah menjadi sulit.",1,negative
1523,2023-03-08 06:04:04,5.2.0,"Untuk aplikasi baru ini sya kesulitan untuk login ke akun saya. Daftar lagi tapi ada tulisan bahwa email sudah terdaftar, tapi untuk login tidak bisa karena email tidak terdaftar 😂🤣 cemm maannee",1,negative
1524,2023-03-09 05:30:23,5.2.0,"Aplikasi diperbarui ke Satu Sehat malah jadi kacau, data yang diinput tidak sesuai dengan data awal pada saat masih Aplikasi Peduli Lindungi.",1,negative
1525,2023-03-07 14:00:28,5.2.0,"Semakin parah ini aplikasi pas awal2 bisa di gunakan di handphone saya,pas skg malah stuck di tampilan awal,mohon utk di perbaiki segera terimakasih",1,negative
1526,2023-04-03 09:11:30,5.3.1,"Mohon maaf ini, gak bisa dibuka bilangnya suruh update , tapi pas dibuka di playstore gak ada update , maksud antum gimana min",2,negative
1527,2023-03-10 11:33:03,5.2.1,"Aplikasi bkn semakin baik, malah semakin kacau. Tiap kali buka, stuck hanya logo thok.. kembali saja ke peduli lindungi yg sdh lebih baik...",1,negative
1529,2023-03-02 23:11:10,5.0.0,Aplikasi terhenti terus tiap kali dibuka udah dicoba buat uninstal trs didownload lagi tetap ndak bisa terhenti terus lebih enak pakai aplikasi peduli lindungi yang lama lebih mudah,1,negative
1530,2023-03-02 14:11:03,5.0.0,"Aplikasi satusehat terus berhenti,tidak seperti aplikasi peduli lindungi yang lama,yang ini ribet,jaringan pakai data maupun wifi sama saja",1,negative
1531,2023-04-06 13:23:43,5.3.2,kenpa bisa muncul sertifikasi booster pertama baru belum melakukan vaksin..baru tgl nya sama dengan vaksin ke 2..tolong di perbaiki ..makasih,1,negative
1533,2023-03-04 04:44:24,5.2.0,"abis di update hp samsung A32 malah ga bs dibuka aplikasinya ,udah hapus memori, hapus data tetap ga bs dibuka..hadeee ....gimana sih",1,negative
1535,2023-03-07 16:52:30,5.2.0,Gimana nii aplikasi setelah update kok terus gak bisa dibuka...??? Cuma gbr layar dpn doang trs gak bs apa2x lagi...Update kok malah payah ginii siii ...!!!???,1,negative
1536,2023-03-04 16:03:17,5.2.0,"Tidak bisa login dengan email Karna lupa ganti nomer hp lama Semakin di update semakin jelek, terus aplikasi nya susah dibuka Tolong solusinya biar bisa login",1,negative
1537,2023-03-01 02:31:41,5.0.0,"Aahh makin ribet x kok susah x masuk akun nya,sudh bolak balik reges..malah gk bisaa ...gimana siihh..kal tiba2 kita mau melakukan perjalanan nanti gk tau nya aplikasi nya susah di buka",1,negative
1538,2023-03-08 13:11:15,5.2.0,"Saya mengalami Bug di apps ini, ketika akan masuk apps layar hanya freeze di tampilan awal.",1,negative
1539,2023-03-13 06:40:04,5.2.1,"Update terus bukan malah gampang, malah bikin susah, ini kenapa kode verifikasinya cuma bisa via WhatsApp tolonglah buat di via SMS juga.",1,negative
1541,2023-03-31 07:15:04,5.3.1,"Sertifikat nya ga keluar""padahal sudah vaksin lama gimana kelanjutannya ini? Padahal mau di pakai sertifikat nya tolong di perbaiki segera dong",1,negative
1542,2023-03-01 00:02:02,5.0.0,"Ga jalan sama sekali habis diperbaharui... Niat ga sih yg bikin aplikasi ini...!!!!! Lebih baik ga perlu update selama ga ada problem.... Notif nya ""Maaf terjadi kesalahan"" Klo kaya gini bwt apa ada update????????????",1,negative
1543,2023-03-30 22:55:57,5.3.1,"Udah update versi terbaru, pas buka apk suruh update padahal udah di update, tampilan buka apk selalu update gabisa masuk gimana si?",1,negative
1544,2023-03-09 05:36:04,5.2.0,"Sudah 3 kali install dan di Uninstall, tapi masih saja tidak bisa di buka. Hanya layar saja tapi tidak bisa di gunakan. Dasar aplikasi sampah.",1,negative
1545,2022-11-14 02:38:56,4.5.8,"pak menkes, anda kalau buat aplikasi pelayanan tolong dilihat, ini aplikasi masih sangat buruk untuk digunakan oleh masyarakat. sulit sekali untuk mengakses data, bugnya dimana-mana. Jika ada Eror human itu sudah tidak ada solusi. salah satu contohnya seperti KTP yang sudah perna digunakan dinomor hp yang hilang/ganti. itu tidak ada solusinya. websitenya eror padahal jaringannya bagus, scannernya juga eror. kita mau cetak sirtifikat didalam apk tidak bisa, tidak tau kenapa, tolong dibenarkan!",1,negative
1546,2023-03-02 03:35:01,5.0.0,Barusan update ke SatuSehat tp aplikasiny gak bisa dibuka. Tiap kali buka cman sampai tampilan awal aj SatuSehat stelah itu langsung dipaksa kluar aplikasi.,1,negative
1547,2023-03-24 06:03:34,5.2.1,"Tidak bisa edit nomor KTP n email sehingga sertifikat vaksin tidak muncul n warna merah, padahal udah booster 2.. mengecewakan.. tolong diperbaiki..",1,negative
1548,2023-03-03 03:57:31,5.0.0,"Bagusan yg app peduli lindungi,yg baru ga bsa dibuka2,dan ketika dibuka ga ada sertifikat nya,nama anak pun hilang,sertifikat anak pun tak ada..",1,negative
1549,2023-03-13 12:17:57,5.2.1,"email dan nomer telepon yg buat saya daftar hilang, call center service tidak bisa tersambung. kalo niat bikin aplikasi ya login pakai NIK saja.",2,negative
1550,2023-03-02 04:29:05,5.0.0,Saya sudah berulang kali nyoba login/masuk tapi tetap ndak bisa di karenakan skrg saya menggunakan no hp yg baru. Mohon solusi nya. (No hp waktu mendaftar peduli lindungi yg lama sudah mati),1,negative
1551,2023-03-16 01:20:52,5.2.1,Setelah update malah semakin gk jelas. Setiap kali buka aplikasi selalu diminta sign in ulang. Padahal saya gk pernah log out dari aplikasi. Malah ribet akhirnya. Payah.,1,negative
1552,2023-03-30 04:48:08,5.3.1,"Tolong di perbaiki lagi aplikasinya. sy buka aplikasi satusehat di suruh update lagi,pas klik update malah gx bisa di buka.",2,negative
1553,2023-03-01 02:23:56,5.0.0,Setelah update dari peduli lindungi ke satu sehat terjadi kendala tidak bisa login. Sudah di coba sampai 15 kali tetap tidak bisa login. Bagaimana ini?,1,negative
1554,2023-03-14 13:16:05,5.2.1,"Fitur baru sangat mempersulit sekali , udah sttus vaksin sudah lengkap tpi no hp yg di pake daftar dulu sudah tdk aktif jdi tidak bisa masuk",1,negative
1555,2023-03-05 16:56:11,5.2.0,"Aplikasi nya gak bisa di buka,? Mentong di logo doang, orang kalau mau ganti itu lebih bagus harusnya, jelek bangat",1,negative
1556,2023-03-10 09:20:52,5.2.1,"Update terooooss, app isinya cuma informasi tp tidak ramah HP, HP saya satunya ram 4/64 gak bisa install, padahal apk lain masih jalan ok",1,negative
1557,2023-03-15 00:36:47,5.2.1,Tidak bisa masuk padahal di perduli lindungi udah pakai nomor TLP yang sama juga tapi setelah ganti nama malah gak bisa masuk...tolong bantu..,1,negative
1558,2023-03-08 00:05:21,5.2.0,Baru tau kalau peduli lindungi di update jadi ini...nyoba mau login katanya bisa langsung masukin email/no hp aja setelah di coba kok aku gak bisa login ya...mohon bantuan nya Kaka soalnya mau liat jadwal vaksin booster ke 2 nya 💔💔💔💔,1,negative
1559,2023-03-06 05:03:13,5.2.0,"Terjadi masalah, cuman gambar menu dan logo saja, aplikasi tidak bisa dibuka dengan Samsung A50, padahal sudah punya acount.",1,negative
1560,2023-03-08 01:15:29,5.2.0,Ini yg buat aplikasi nyadar gak si aplikasi gak bs digunain? Di aplikasi ini ada data kita loh tp malah main2 yang bikin. Pantesan data ktp banyak kebobolan .,1,negative
1561,2023-03-01 04:37:31,5.0.0,Sya udah daftar 10 kali udah masuk tapi dibilang sesi habis disuruh login lagi. Pas mau login eh belum ke daftar. Udah 10 kali sya kayak begitu,1,negative
1562,2023-03-08 18:52:41,5.2.0,"Semenjak update, e-tiket untuk dosis ke 2 saya malah hilang tidak muncul, padahal sebelum update masih peduli lindungi e-tiket untuk dosis 2 ada, sekarang abis update e-tiket jadi hilang. Saya jadi tidak bisa vaksin. Mengecewakan.",1,negative
1563,2023-03-02 06:38:59,5.0.0,"Ini aplikasi gimana sih , mau klaim sertifikat punya nya orang tua karena mau umroh tapi gak tau , udah cobak dipedulilindungi.id tetep gak bisa , padahal aturan sudah ada wajib menyertakan sertifikat vaksin ini aplikasi malah gak ada pintasan buat sertifikat , ini yang buat app gimana bukanya mempermudah masalah tambah sulit",1,negative
1564,2023-03-28 08:01:45,5.2.1,"Tolong di segera di perbaiki. Sertifikat vaksin saya tidak muncul di Apk Satu Sehat, padahal dulu waktu masih peduli lindungi, jelang sehari sertifikat langsung ada di apk, Tolong di bantu dan segera di perbaiki.",1,negative
1565,2023-03-07 12:54:56,5.2.0,"Bikin aplikasi yg mempermudah masyarakat,,,, udah bagus peduli lindungi,,,di perbaharui malah bikin susah,,, sertifikat booster ga bisa di download 😡😡😡😡😡",1,negative
1566,2023-03-23 23:23:57,5.2.1,Saat gunakan peduli lindungi data sertifikat vaksin terhubung dua nama. Begitu diperbarui hilang satu data. Gak jelas..,1,negative
1567,2023-03-09 09:08:52,5.2.0,"Setelah di update ke SATUSEHAT, Aku jadi kehilangan akun. Karena aku sudah lupa no ponsel dan pasword, juga no ponsel tersebut sudah tidak ku gunakan lagi, jadi aku ga bisa login lagi",2,negative
1568,2023-03-02 14:46:52,5.0.0,"Aplikasinya malah lebih buruk dari sebelumnya, buka app peduli lindungi diarahkan ke app satusehat, gitu instal malah gak bisa login Krn no udh digunakan, bikin susah",2,negative
1569,2023-03-04 02:26:26,5.2.0,"setelah diupdate malah ga bisa dibuka aplikasinya berhenti di logo, masih bagus aplikasi yang kemarin karena aplikasi masih belum siap sudah dipaksakan buat masyarakat.",1,negative
1570,2023-03-01 06:08:03,5.0.0,"Setelah di update ke SATUSEHAT, error ngak bisa masuk. Aplikasi berhenti secara sendirinya",1,negative
1571,2023-04-04 06:19:15,5.3.2,Ini gimana sih minta update tapi giliran sudah update masih aja gak bisa ke buka...minta update lagi tapi pilihannya cuma buka dan uninstall?,1,negative
1573,2023-04-05 02:06:33,5.3.2,Gimana ini tidak bisa masuk ke aplikasi nya Padahal saya sangat butuh sekarang aplikasih ini Mohon secepatnya dibperbaiki Untuk menujunjukkan sertifikat vaksin saya untuk mendaftar polri,1,negative
1574,2023-03-30 12:05:28,5.3.1,"Udah suntik 3x yg tertera cuma sertifikat ke 2... Gimana ini??? Mana sekarang aplikasinya g bisa dibuka,jelek jelek jelek banget",1,negative
1575,2023-03-21 11:57:39,5.2.1,"Cara pengaduan via email kemana ya? Saya udh vaksin booster, pas update apk malah keluar dengan sndirinya. Mau masuk no hp yg pertama daftar ngga digunakan lagi. Mohon berikan arahan",1,negative
1576,2023-03-02 06:39:17,5.0.0,"Gimana ini peduli lindungi di update malah ngga bisa login, nama dan nik ngga ketemu padahal sudah di masukan sesuai kk, manalagi besok di perluin sertifikat vaksinya buat boarding KAI , payah bgt, tolong segera di perbaiki",1,negative
1577,2023-03-01 03:50:44,5.0.0,"Bener2 apps katrok, padahal udah terdaftar di peduli lindungi dr pertama kali ini apps baru coba daftar ""sudah terdaftar"" tp log in gak bisa....halllah....kacrut",1,negative
1578,2023-03-02 08:11:18,5.0.0,"Kok udh di update malah tidak bisa login kembali , mau login pake nomor hp seperti sebelumnya eh disuruh registrasi, udah di registrasi ngikutin arah , eh ngebug ,jdi eror",1,negative
1579,2023-04-05 21:15:03,5.3.2,"Udh di perbaharui tp nga bisa di buka, malah tampilan perbaharui terus.. aneh bgt..",1,negative
1580,2023-03-30 21:59:04,5.3.1,"Kode verifikasi yg di masukan udh bener, tapi di bilang salah. Wahhh keren bangettt apk ny sangat membantu sekaliii",1,negative
1581,2023-03-18 22:08:51,5.2.1,"Aplikasinya di buka tdk bs, infonya tdk ada koneksi internet.padahal aplikasi lain lancar2 saja.tlng donk dipermudah untuk instal ulangnya. 🙏",2,negative
1582,2023-03-01 13:04:46,5.0.0,Update yang baru dari pedulilindungi jadi satusehat malah gak keluar sertifikat dan yang muncul malah sertifikat lama tolong diperbarui lagi ini buat saya kerja luar kota.,1,negative
1583,2023-03-01 06:28:25,5.0.0,"data vaksin booster 2 malah tidak ada nambah anggota keluarga, selalu dibilang data tidak sesuai lha aplikasi yg lama aj g masalah, update koq malah g bisa",1,negative
1584,2023-03-02 12:21:23,5.0.0,"sudah pernah daftar di peduli lindungi, kmudian unistal, dan daftar lagi di satu sehat,tp data tidak ditemukan..login tidak bisa,daftar baru jg tidak bisa..",1,negative
1585,2023-03-30 04:55:33,5.3.1,"Aplikasi sudah diupdate tapi saat dibuat minta untuk update versi baru, bugnya dibenerin dulu, mending pake apk lama kayak pedulilindingi",1,negative
1586,2023-03-01 01:45:54,5.0.0,"Ini gimana sih buat aplikasi , main2 ya Masyarakat terpaksa pakai ,pas dipakai gabisa login lah ,banyak bug lah ,ga bisa simpan file lah .",1,negative
1587,2023-03-06 16:13:40,5.2.0,"Ini gimana ya ko saya mau masuk ke menu ngga muncul"", keluarnya cuma yg gambar tangan doang. Pdhal udah di uninstall bolak balik, nympe HP dimatiin tpi ttep aja gaada rubah",2,negative
1589,2023-03-09 02:09:30,5.2.0,Untuk cetak kartu vaksin di aplikasi bisa tapi setelah di lihat PDF nya keterangannya kartu vaksin gagal di cetak tolong di perbaiki. Terimakasih,1,negative
1590,2023-03-09 14:23:19,5.2.0,"Ini peduli lindungi nyuruh update, kok malah jd aplikasi ga jelas gini??? Kalo nyari programmer yg bener dong, aplikasi ga bisa dipake gini. Bermaksud memudahkan malah menyengsarakan",1,negative
1592,2023-03-05 00:46:33,5.2.0,"Makin susah...bukanya,mau klem vaksin internasional untuk perjalanan luar negri... Tapi tidak bisa di buka sama sekali,bagai mana saya bisa mendapatkan ya...",1,negative
1593,2023-03-12 05:45:14,5.2.1,"Payah minta kode verifikasi lagi, padahal nomor yang terdaftar SDH hilang dan tidak ada ganti nomor telepon yg SDH hilang, dan akhirnya tidak dapat login ke akun, tidak ada kebijakan.",1,negative
1594,2023-02-28 21:13:38,5.0.0,"Setelah di update malah gak bisa di buka,selalu muncul berhenti dan tutup aplikasi.Jadi susah mau liat info2 setelah vaksin krna stiap mau di buka sllu tutup aplikasi",1,negative
1595,2023-03-01 02:39:56,5.0.0,"Setelah update gk bisa login hadehhh, kalau belum sempurna jangan asal upgrade software, akhirnya banyak ngebug n gk jalan",1,negative
1596,2023-03-09 16:48:45,5.2.0,"Lebih mudah aplikasi yg sebelum ini, ini sertifikat vasin tidak mau muncul, sudah menghubungi admin to tidak seresponsi waktu awal2 covid 🙏",1,negative
1597,2023-03-07 03:09:36,5.2.0,"Saya tidak bisa masuk app hanya menampilkan background, masih bug padahal sudah berkali2 saya uninstall dan install kembali tetap sama",1,negative
1598,2023-04-02 09:41:11,5.3.1,Sangat Buruuukkk sekaliiiii . Ketika membuka aps ini selalu di minta perbaharui setelah di perbaharui tetep tidak bisa di buka,1,negative
1599,2023-02-28 20:37:58,5.0.0,Bagaimana caranya mau masuk kalau email verifikasi saja tidak pernah muncul? Setelah update koq malah jadi menyusahkan begini? Ini aplikasi sudah siap belum sih sebenarnya? Sudah lolos uji? Selalu rakyat yg jadi korban atas hal2 yg seperti ini. Kami ini mau pakai untuk kerja bukan buat terima gaji buta.,1,negative
1600,2023-03-12 12:19:04,5.2.1,Aplikasi butuh diperbarui.. seharusnya ada pilihan kirim wa/sms/email.. jika yg didaftarkan bukan no wa bagaimana..,1,negative
1601,2023-03-09 23:52:44,5.2.0,"Payah, aplikasi gak bisa di buka sama sekali klik icon aplikasi trus stuck gak berfungsi dan gak bisa kebuka aplikasinya gak bisa digunakan",1,negative
