,at,reviewCreatedVersion,content,score,sentiment
7581,2021-11-08 07:34:27,4.0.2,"Aplikasinya sebenarnya tidak bagus tapi kita di paksa di haruskan download, mungkin ini bagian dari bisnis padahal data sudah lengkap sudah vaksin ke 2 tapi pas klik sertifikat faksin tidak bisa terbuka. Mohon segera di perbaiki biar komplain yg sama terus terjadi. Terimakasih",1,negative
7584,2021-11-09 14:06:25,4.0.2,"Awal dwonload masih bisa masuk trs kok tiba2 harus login lagi trs harus mencet tombol kotak yg menyetujui syarat, udah dipencet tp kok g bisa discrol, dan saya udah baca2 penilaian yg lain trnyta permasalahannya bnyk yg sama kyak saya, jika memang yg bisa cuma android diatas versi 7, apkh harus beli handphone lagi? Tapi kalo g pnya uang gmn? sedangkan untuk ke tempat umum kbnykan membutuhkan pedulilindung, ngomong2 versi android saya 9 tapi tetep g bisa, mohon diperbaiki lagi sistemnya.",1,negative
7585,2022-12-14 02:45:44,4.5.9.1,apa pentingnya tombol hotflix bagi masyarakat. update yang tidak penting. malah sertifikat tidak bisa di akses.,1,negative
7586,2022-01-06 06:25:46,4.0.7,"Jelek banget aplikasinya setelah di update, bukannya mempermudah malah mempersulit, pas ngisi E-Hac mau nyari pelabuhan asal yg tepatnya itu di pangkal pinang malah gak ada opsinya, cuman ada di tempat lain. Sumpah kecewa, padahal kalo versi yang lama itu bikin e-Hacnya lebih gampang",1,negative
7587,2022-02-21 05:51:40,4.1.0,"Tampilan sederhana, tapi lemot, banyak bug nya. Saat cek sertifikat vaksin kadang ada kadang belum terdaftar. Nge chat no wa bot kemenkes RI karena ada yg mau ditanyakan, katanya akan dihubungi sama petugas nya, eh sampai sekarang belum dihubungkan juga. Padahal sudah menunggu 20 menit an lebih🙂 Lebih cepat layanan aplikasi belanja daripada aplikasi pemerintah, agak mengecewakan😔😕",1,negative
7594,2021-09-23 11:56:39,3.4.6,"Aktifkan lokasi terus setiap mau masuk aplikasi, data masih banyak jaringan bagus, pengaturan lokasi sudah diaktifkan tapi masih aja seperti itu tetap gak bisa masuk. Suruh pakai aplikasi tapi giliran sudah install malah gak bisa, ribet amat.",1,negative
7596,2022-07-18 11:19:26,,Sangat sangat kecewa sama aplikasi peduli lindungi. Antar praktek dengan di aplikasi terdapat perbedaan. Saya sampai detik ini sertifikat nya belum ada. Faskes saya juga input katanya gagal simpan data. Gak ngerti lagi jadi mau apa2 serba susah.,1,negative
7600,2021-10-28 07:40:01,4.0.2,"Saran untuk yang hp nya bukan versi android terbaru dan kesulitan masuk karena berenti di halaman ""persetujuan"". Coba pakai font hp nya yang terkecil, buka di pengaturan pilih ukuran tulisan yang paling kecil. Beneran baru baca komen di bawah terus aku coba..Alhamdulillah bisa. Semoga membantu 🙏",1,negative
7601,2021-09-11 23:41:04,3.4.5,"Aplikasi ga guna, sampah doang menuhin memori hp. Untuk cek vaksin aja ribet. Padahal web yang pertama muncul lebih mudah buat cek, sekarang malah ribet. Kalo mewajibkan harusnya memberi kemudahan, bukan malah mempersulit keadaan. Cuma bisnis sama proyek doang yang dipikirkan. Kualitas zonk.",1,negative
7606,2022-12-31 05:24:24,4.5.9.1,"sudah vaksin booster tp warna masih kuning, pdhl sudah ada sertifikat vaksin booster. jadi susah kalo mau naik kereta ke luar kota, tolong diperbaiki lagi, skrng sistem scan masuk pabrik juga gabisa selalu gagal dan ditulis belum melakukan vaksin 3, pdhl sudah",1,negative
7607,2021-09-04 11:17:26,3.4.4,"Menghabiskan data baterei, Gps on terus namun jika sudah pindah lokasi , tidak bisa langsung terbaca (update pindah lokasi) shg sering error' kalau scan barcode dan dianggap jauh dari jangkauan area lokasi gps, akibatnya harus ulang dari awal lagi (restart n re login).",2,negative
7612,2021-11-09 11:08:00,4.0.2,"Setara aplikasi pemerintah looooo, aplikasi aja ga memadai untuk prangkat manapun, rakyat terus terusan dipaksa udah mau taat malah ga bisa, kadi apa yang dipermudah ya ? Udah install ulang, perkecil font, sampe kirim email juga lama banget tanggapannya. Ini mau bagaimana kedepannya",1,negative
7617,2021-09-03 02:38:59,3.4.3,"Entah ini kasus dialami sama pengguna lain atau enggak. Tapi di saya waktu pengiriman sms otp, tidak ada sms masuk sama sekali. Padahal kuota ada, jaringan stabil, pulsa ada. Udah diulang berkali² masih tetap sama. Ternyata apk ini masih banyak bug nya, pantesan",1,negative
7623,2021-08-25 07:03:28,1.4.0,"Sudah download beberapa waktu yg lalu Pas kemarin mau ke mall, harus scan barcode. Sudah scan, tapi ga gerak samasekali, alhasil cek aplikasi dan minta di upgrade. Sudah lama tunggu, ga bisa upgrade jg, muter2 doang. Akhirnya apk sy hapus, niatnya mau instal ulang. Begitu install ulang, nasibnya sama, muter terus, sampe hari ini tidak bisa instal Padahal kapasitas ruang penyimpanan dihp masih besar & kuota pun ada...👎👎",1,negative
7624,2022-12-11 18:20:10,4.5.9.1,"Sangat buruk,padahal sudah booster 1 tapi sertifikat tidak bisa di klaim,tidak bisa muncul di aplikasi peduli lindungi",1,negative
7626,2022-11-28 18:16:36,4.5.8,"saya nge daftar salah terus nama dengan NIK nya,tolong kerja sama nya pak,ini saya sudah,sayang banget kalo ga ada sertifikat nya,di tunggu!!!!!",1,negative
7629,2021-09-14 13:46:01,3.4.5,"Dari masuk hingga kode otp dan pengisian nik lancar, tapi untuk pengisian tanggal lahir macet, sudah dipilih sesuai tapi kalau sudah dipencet oke tetap tidak keluar. Ini menyulitkan untuk saya, apalagi saya perlu pergi ke tempat"" yg menunjukkan hasil sertifikat vaksin namun terganggu oleh aplikasi yg error. Mohon bantuannya dan terima kasih.",2,negative
7630,2021-07-28 01:15:04,3.4.0,Aplikasi error tdk berfungsi.. !!! Setiap kali masuk diminta registrasi ulang2 Tapi tetap tidak bisa berfungsi.. (Super sangat mengecewakan)!!!!!!! Tolong aplikasinya di sempurnah kan...,1,negative
7631,2021-10-11 16:26:16,3.4.6,"Tolong stabilkan status lokasi,, gps berfungsi dengan baik.. Tapi letak di aplikasi ga sesuai.. Satu lagi, Kamera sering loading saat scan barcode/ bahkan tidak fungsi saat buka scan menu..",1,negative
7636,2022-10-28 13:23:45,4.5.7,Aplikasi yg dulu sdh bagus Skg d update kok malah tambahkan anggota kelurga g bisa Nik tidak sesuai dan mau download kartu vaksin jg g bisa..,1,negative
7638,2021-08-13 14:35:03,3.4.1,"Log-in nya susah, tapi kalau udah terdaftar g bisa daftar lagi, ganti nomor telp juga g bisa Untuk buka kunci sertifikat vaksin kedua, tulisannya berhasil dibuka, tapi ketika di cek sertifikat masih terkunci dan sertifikat belum muncul Kalau memang mau mempermudah masyarakat dalam mengakses aplikasi ini, mohon di perbaiki lagi dan jangan buat sulit",1,negative
7646,2021-10-01 12:51:47,3.4.6,"Sangat merepotkan untuk pengguna yang namanya memakai tanda petik atau semacamnya. Kombinasi nama yang mungkin terdaftar di dukcapil harus dicoba semua, padahal ada batasan mengubah profil dalam 1 hari. Sistem sangat tidak bersahabat.",1,negative
7647,2021-10-21 09:34:56,3.4.6,"Setelah update ke versi terbaru, nik dan tgl lahir yg tadinya tertera dalam app saya hilang, Lalu muncul warning merah untuk mengisi nik + tgl lahir. Tapu tidak bisa! Setelah mengisi nik dan tanggal lahir, di click selesai di pop up window, table tanggal lahir tetap kosong. alhasil tidak bisa verifikasi lanjut ke tiket vaksin, dan sertifikat vaksin. Masa untuk bug kaya gini aja tidak terselesikan, bagaimana aduh developer pemerintah ini, ayo dong, kerja cepat dan efisien!",1,negative
7648,2021-08-01 05:53:30,3.4.0,Tingkatkan lagi sinkronisasi datanya.. Terus kalo bisa kalo ada salah data ygpetugas input bisa diubah. Saya harap dpt menjadi pertimbangan. Kalo sdh diperbaiki saya rate bintang 5,1,negative
7657,2021-11-01 14:13:13,4.0.2,"Aplikasi Cacat, ga bisa di scroll Sudah di kecilkan tulisannya hanya sedikit ada perubahan, tetapi tetpp tidak bisa masuk. Gimana sih aplikasi buatan ""pemerintah"" Tolong dong di perbaiki. Masa ga ada tanggapan atau usaha gitu buat memperbaikinya??",1,negative
7658,2022-02-27 22:47:53,4.1.1,Update data untuk sijejak bikin aplikasi ini error'. Sudah selesai update data seperti yang diminta tp tdk bisa masuk ke menu2 utama. Perlu di perbaiki lagi secepatnya karena semua aktivitas tergantung dgn aplikasi ini. Terimakasih. Klo sdh gak ada bug sijejak saya kasih 5 bintang,1,negative
7660,2021-10-06 09:24:23,3.4.6,"1. Akurasi gps tidak bagus. Lama loading data gps, sehingga saat scan barcode, terdeteksi diluar area 2. Aplikasi boros baterai, melebihi FB dan Instagram dalam penggunaan baterai di latar belakang. Mau di copot butuh buat masuk kerja, ga di copot bikin baterai boros.. Mohon maaf, saya hanya bisa kasih 1 bintang.",1,negative
7661,2021-08-28 07:40:43,3.4.3,"Dikasih bintang satu karna ga bisa pindahin data sertifikat ke akun yg lain, ortu saya perlu buat kerja. Saya udh bikinkan mereka akun tpi tidak bisa akses sertifikatnya, karena sertifikatnya ada di akun saya. tolong apk nya di update jadi lebih baik lgi.",1,negative
7666,2021-08-12 09:36:29,3.4.1,"Tidak dapat mengubah data (mengisi nomor telepon). Berkali2 masuk ke menu edit profil, namun tidak pernah berhasil mengubah data karena SMS verifikasi tidak pernah dapat diinput (no response saat menekan tombol verifikasi). Akhirnya tidak dapat mengubah data karena (katanya) sudah melakukan perubahan data 5 kali, padahal seluruh percobaan perubahan data tidak berhasil!",1,negative
7673,2022-11-30 18:07:10,4.5.8,Makin lama apk ini makin susah di gunakan saya mau masuk apk untuk melihat sertifikat aja GK bisa karena semua layar putih. bagaiman cara saya mengakses sertifikat lagi?,1,negative
7674,2021-10-07 05:04:12,3.4.6,"Kayaknya penyakitnya sama saja setelah 1 kali buka bisa giliran dibuka untuk yg ke2kalinya SELALU izinkan akses lokasi yg notabene dah gak bisa diapa""in. Ini sudah direstart sampai hapus-pasang applikasi berkali-kali tapi TETAP SAMA buka untuk yg ke2Kali SELALU IZINKAN LOKASI. 😒😒😒",1,negative
7676,2021-11-04 22:06:34,4.0.2,"Permisi, saya sudah update aplikasi peduli lindungi. Namun, saat mau menampilkan kartu vaksin saya kok ada tulisan sertifikat belum tersedia. Padahal saya sudah vaksin 2x.Karena, untuk beraktivitas menggunakan kereta dan busway mesti pakai aplikasi peduli lindungi. Scan barcode tulisannya radius code terlalu jauh. Sedangkan menampilkan sertifikat nya gak bisa ditampilkan. Mohon konfirmasi nya dan terimakasih 🙏",1,negative
7677,2021-08-16 16:30:22,3.4.1,"Kok ga bisa masukin tanggal lahir ya udah berkali2 dicoba ga bisa, setiap scan selalu bermasalah kadang tulisannya tidak dilokasi padahal sudah dibenarkan lokasinya trus kalo sudah check in pas mau check out ga bisa malah ada tulisan anda belum check in, jelas2 sudah check in . Tolong dong sebelum launching dibenarkan dulu apa sudah benar2 valid ini aplikasi nya untuk digunakan? Kalau tidak bisa membuat aplikasi ya ga usah buat lah cukup di web aja!!",1,negative
7682,2021-10-13 06:17:14,3.4.6,"Sebenarnya aplikasi ini berguna untuk pengecekan faksin dan kartu faksin. Tetapi aplikasi ini perlu banyak di perbaik mulai dari masuk/login penuh dengan kendala, bug yang mengganggu, hingga aplikasi tidak berjalan dengan lancar. Pengguna merasa kecewan dengan aplikasi ini. Mohon untuk di perbaiki!!! Sekian🙏",2,negative
7683,2023-01-20 09:59:06,4.6.0,Min di spasi dong. Kurang bagus di tampilan app draw saya. Hehehehe,2,negative
7690,2021-08-10 04:31:56,3.4.1,Saya untuk mendapatkan sertifikat vaksin masih sulit... Saya suda coba merubah data yang ada selalu di tolak karna email sudah sering di gunakan.. Jadi saya rasa aplikasi belum ada solusi... Sudah berkali² belum ada perubahan..,2,negative
7691,2021-11-01 03:32:07,4.0.2,"Pengguna hp samsung galaxy j2 prime tampilan tidak sepenuhnya muat hanya sebagian yg tampil,saat buka sesudah donlot lalu pilih warga negara lalu centang untuk setuju syarat penggunaan. Saat itulah tidak bisa berlanjut tampilannya krn muat sebagian. Harus punya hp yang mahal baru bisa",1,negative
7695,2021-11-22 05:54:29,4.0.2,"Tidak bisa di klik di kolom persetujuan, sudah di perkecil huruf nya tetep ngga bisa. Bukan dari ukuran huruf dari hpnya yg harus di perbaiki tp dari aplikasi nya terlalu besar kapasitas nya. Perbaiki segera saya menyesal di suntik kalo aplikasi nya ngga bisa diperbaiki",1,negative
7697,2021-10-08 00:21:06,3.4.6,"Aplikasinya tidak berfungsi dengan baik..saya sedikit kecewa.. Sertifikat ke-2 sudah muncul,tapi status VAKSINASI masih di warna kuning(vaksin pertama).. Tapi pas saya cek di web, status vaksin sudah hijau(Vaksin ke-2)..dan Saat saya cek in,mengapa cekoutnya tiba² udah ceckout aj,padahal saya belum melakukan ceckout..?tolong di perbaiki..",2,negative
7698,2021-10-01 10:00:27,3.4.6,"Udah vaksin 1,tapi di aplikasi sertifikat tidak tersedia.Terus komplain csnya dikirimin sertfikatnya by email.Tapi data di aplikasinya ga diupdate.Katanya suruh uninstal trs instal lagi baru ada sertifikatnya.Udah lakuin kaya gitu masih ga ada tuh.Begimana dah,seharusnya data sudah terkoneksi donk.Bukan hanya saja aja loh yg sertifikat ga ada, banyak yg kasus serupa tapi kayana ga ada perbaikan sama sekali di sistemnya. Aneh bin ajaib.",2,negative
7702,2022-12-13 03:54:04,4.5.9.1,"Ko ga bisa login setelah di update, sementara masuk ruang publik harus scan barcode lewat apk ini.",1,negative
7703,2022-12-24 16:20:13,,"Sudah beberapa bulan permasalahan di aplikasi ini masih belum selesai apakah kurang anggaran atau kurang kecerdasan terhadap SDM-SDM yg mengembangkan app ini ?? Setiap buka sertifikat vaksin selalu blank putih tidak bisa lihat, Admin HANYA menyarankan untuk mengakses lewat web atau via WA dari dulu.. LALUUUUU UNTUK APA ADA APLIKASI INI??????? Solusi penyelesaiannya mohon lebih jelas dengan MEMPERBAIKI app ini secepatnya bukan hanya menyarankan untuk cek via wa / web. . Tolong dilakukan!!!",1,negative
7708,2021-10-21 12:35:14,3.4.6,"Minta akses lokasi, sudah diaktifkan tapi selalu masuk ke pengaturan. Diulangi berkali-kali tetap sama seperti itu. Ini HP saya yg jadul atau memang aplikasinya yang belum beres? Bnyk keluhan dari user tapi developer kok cuek-cuek aja ya. Sepertinya tidak ada niatan untuk mengatasi trouble.",1,negative
7720,2021-10-25 03:30:50,4.0.2,"Di update malah error, sekarang nggak bisa login karena setelah klik ""saya setuju.. dst"", tombol loginnya nggak muat dilayar. 😅 padahal mau kemana2 harus pake aplikasi ini untuk scan dll.. JAYALAH INDONESIA!!! 🇮🇩",1,negative
7737,2023-01-27 02:56:51,4.6.0,Sudah vaksin 2 kali 2021 tapi gak da sertifikatnya. Coba klaim serifikat sesuai nama malah tidak lengkap. Gw yang punya nama masa gw gak tahu dan hasil vaksinnya atas nama yang sama. Aplikasi t41 ...kaya bgini di bangga2in.,1,negative
7738,2023-01-28 09:45:45,4.6.0,"Aplikasi apaan ini,untuk login aja susah,chat admin slow respon,kalau bukan karena pesyaratan untuk keluar kota gabakal aku instalnaplikasinini gajelas",1,negative
7739,2023-02-13 12:18:57,4.6.0,"Parah nama orang gak saya kenal masuk ke aplikasi saya di menu sertifikat saya komplain ke wa kemenkes ri tidak ada solusi di hapus itu nama orang yang tidak saya kenal,malah disuruh abaikan aja,ya berarti nama fauzi bisa ada di aplikasi saya tanpa sepengetahuan saya harus di hapus lah berarti data saya sudah bisa di pake sama orang lain dong, nama nik email parahhhhh.... kecewa gue ma peduli lindungi soal keamanan datanya",1,negative
7741,2023-01-25 13:47:54,4.5.8,"update dari pakai kuota masih banyak kok susah,dah dari 2 hari gak bisa,apa harus numpang wifi",2,negative
7742,2023-02-06 00:32:21,4.6.0,"Aplikasi gak bermutu gak bisa dibuka setiap waktu.. di buka di jam kerja pun gak bisa, payah !",1,negative
7743,2023-02-12 11:20:39,4.6.0,"Udah tau yang dibutuhin sekarang sertifikatnya, tapi pelayanan sertifikat lelet minta ampun",1,negative
7745,2023-01-20 10:03:01,4.6.0,"Kumaha sih aplikasi teh??? Mau klaim sertifikat vaksin saja koq susah! Terus caranya muter2, via web, via WA juga lelet! Tolong di permudah urusan begini mesti cepat, apalagi klaim sertifikat",2,negative
7746,2023-01-17 18:16:53,4.6.0,"Vucksin tapi masih tetap harus prokes, hahahahahahaha.....kocak. Ampun dah. Terpaksa aja gw vucksin. 18-01-23 Tgl 02-01-23 istri sy terpaksa baru vucksin, tgl 18 ini download aplikasi, pas lengkapi profile selalu gagal sampai 10x. Gagal dimana nya????? Semua sdh benar tapi knp gagal terus malih????",1,negative
7747,2023-02-21 04:11:02,4.5.9.1,"Apk ga jelas bat dah, sering blank putih pas mau cek sertifikat vaksin. Gedeg dngn aplikasi yg penuh bug ini",2,negative
7750,2023-02-14 15:19:25,4.6.0,Masuk akun tapi gabisa karrna nomor hp ganti. Giliran daftar juga ga bisa muncul redline nik sudah terdaftar. Adakah solusinya???,1,negative
7751,2023-02-01 10:22:03,4.6.0,"Mau tanya saya udh vaksin 1 dan ke 2 terdaftar di aplikasi peduli lindungi. , Pas kmren vaksin ke 3 di aplikasi peduli lindungi semua Blang jadi hilang. Mohon bantuan nya",2,negative
7752,2023-01-22 14:10:59,4.6.0,"Aplikasi burik Bukan nya mempermudah malah mempersulit, mau daftar NIK sama nama udah sesuai KTP kok malah gagal terus",1,negative
7753,2023-02-09 15:43:04,4.6.0,"Aplikasi kelas playgrup sama sekali tidak berguna.mau daftar saja tidak bisa.buat aturan begitu banyak,apk yg di wajibkan warga tak berguna.berapa biaya kementrian kesehatan buat aplikasi peduli lindungi?",1,negative
7754,2023-02-02 14:41:22,4.6.0,Udh vaksin yg ke 3 tp ngga ada sertifikat nya..kan lucu. Muter otak untuk aplikasi ngga jelas,1,negative
7758,2023-02-18 11:48:35,4.6.0,Makin di update makin error. Ga bisa dibuka dan ga bisa liat sertifikat vaksin nya. BUTUT!!!,1,negative
7759,2023-01-12 11:12:29,4.6.0,Tolong untuk developernya kenapa vaksin booster saya tidak muncul ya padahal saya sudah vaksin booster mohon diperbaiki bugnya,2,negative
7760,2023-02-16 11:34:19,4.6.0,"Aplikasi aneh, ketika faksin petugas SALAH INPUT nama trus mau robah di aplikasi ini susah bahkan tidak bisa.",1,negative
7761,2023-01-16 15:31:35,4.6.0,"Masyarakat dihimbau utk vaksin booster tp sertifikat vaksin hanya ada utk vaksin pertama dan kedua. Saat ditanyakan belum terupdate dan diminta utk kirim email. Kok mirip birokrasi sebelum reformasi ""jika bisa dipersulit kenapa harus dipermudah""",1,negative
7762,2023-01-27 10:32:39,4.6.0,"Ga bisa di buka cuman ada tulisan pedulilindungi udah di tunggu"" beberapa mnit masih blm bisa, sampe hps gua download lagi",1,negative
7763,2023-02-01 07:04:40,4.6.0,"Aplikasi berbiaya mahal negara tapi sertifikat saat instal awal sudah claim, kenapa harus klaim lagi? malah menyusahkan",1,negative
7764,2023-01-13 06:59:48,4.6.0,"Aplikasi nya terlalu cepat untuk pembaruan, sedikit2 pembaruan Kurang nyaman pakenya",2,negative
7771,2023-02-08 09:32:45,4.6.0,"Kok malah gak bisa dibuka setelah update, ni pemerintah apakah udah gak serius cuma latah bikin aplikasi tp gak dirawat.🤦🤦",2,negative
7774,2023-01-22 10:26:43,4.6.0,"Saya mencoba login habis daftar , tapi mengapa TDK bisa masuk, saya daftar lagi nik sudah terdaftar katanya, tapi TDK bisa login ,gimana?",2,negative
7778,2023-02-23 16:32:16,4.6.0,Masak NIK sama NAMA udah sama dgn yg d KTP Masih g bisa daftar juga..ada solusi yg pernah punya tp nomernya yg d pakek log in ilang,1,negative
7779,2023-02-13 12:15:33,4.6.0,"Menyusahkan, yang ganti nomor sudah tidak bisa login dengan nomor lain, harusnya di berikan kemudahan utk mengaksesnya.",1,negative
7781,2023-02-20 13:42:43,4.6.0,Parah apknya. G simple bikin ribet daftar gagal mulu padahal udh sesuai data daftarnya. Apk super jelek,1,negative
7783,2023-01-16 04:44:44,4.6.0,"siatem nya sangat mengecewakan, saya mencoba mengajukan pertanyaan selalu erro.",1,negative
7784,2023-01-31 16:54:07,4.6.0,"Gak bisa daftar, nama dan nik tidak sesuai apalah, padahal udah bener",1,negative
7786,2023-01-11 04:47:24,4.6.0,"Bisa gak sih pas kita input tanggal lahir gak harus nge klik manual, capekkk weh jari nya",1,negative
7788,2023-02-01 02:07:09,4.6.0,"Punya saya mau input data vaksin susahnya setengah modar, apalagi pihak dari puskesmas sama saja Mohon diperbaiki lagi aplikasinya",1,negative
7792,2023-01-30 07:15:24,4.6.0,Dulu mah bagus-bagus aja sekarang mau login ke aplikasi aja susah banget udah gitu bsnyak data yg hilang,1,negative
7794,2023-02-24 06:10:30,4.6.0,"Apk ga canggih no hp ganti ga bisa masuk, daftar pake no lain tapi kok di terima padahal nik kan sama. Apk payah !!",1,negative
7796,2023-01-28 12:37:45,4.6.0,Aplikasi buatan pemerintah yang sangat sangat buruk sekali banyak bug gila susah login lemot,1,negative
7798,2023-02-01 02:05:08,4.6.0,Aplikasi tidak jelas...komplain sertivikat blm keluar tidak ada tanggapan samasekali,1,negative
7800,2023-01-22 10:26:34,4.6.0,"pak sumpah sy kesal kalau bapak suruh sy update terus,sy jarang pergi keluar kalau sy lagi butuh peduli lindungi sy harus update lagi lagi dan lagi,ga selalu sy punya kuota ketika di luar pak",1,negative
7801,2023-02-27 15:45:12,4.6.0,Saya tidak bisa masuk lagi dengan nik saya karena hp yg kemaren ilang jadi saga daftar pkek nomor baru tapi tidak bisa masuk,2,negative
7804,2023-01-31 00:39:42,4.6.0,Tolong lah dikit dikit jangan ada pembaruan Kasihan yg hp nya ram kecil terpaksa uninstal aplikasi lain,1,negative
7805,2023-01-31 12:16:34,4.6.0,Pak mentri tolong diperbaiki lah ini saya sertifikat nya salah data mau diubah susah terus saya butuh buat cari kerja mohon dibantu lah kami pak,2,negative
7806,2023-02-11 09:56:27,4.6.0,"Ini gmna sih pas masukin nomer otp nya valid trs pdhl udh dpt sms udh bner, TOLONG DIPERBAIKI LAGI!.",1,negative
7810,2023-02-22 02:53:31,4.6.0,"Sampe kapan di vaksin kok sampe boster 2 . Aneh2 ppkm udah gk ada bruta covid juga gk ada ,, tiba2 ada susulan vaksin 2 lucu bgt Apakah setok obat vaksinya masih bnyak ..",1,negative
7812,2023-01-23 07:25:52,4.6.0,"Aplikasi kek tayik, mau cek sertifikat aja susah, udh di wa ke kemenkes gaada jawaban membantu nya darimana tayik",1,negative
7813,2023-02-08 13:28:41,4.5.7,"Tolong jangan makin mempersulit lah, harusnya di permudah ini malah makin sulit dan tolong lah sertifikat vaksinnya di adain lagi itu kan penting",1,negative
7814,2023-01-29 16:10:53,4.6.0,"Gak jelas aplikasi nya sekarang gabisa dibuka lah, bikin susah mau scan di pt",1,negative
7815,2023-01-14 17:26:21,4.6.0,"Ini gimana sih, saya mau nambah anggota buat chek in tapi data tidak valid Padahal Nama, tgl lahir, NIK sudah benar Tolong pak/buk solusinya gimana ini?",1,negative
7818,2023-01-24 16:39:00,4.6.0,"gue udh vaksin booster nih tapi sertifikat nya belum muncul juga, kemarin bilangnya tunggu satu Minggu, bahkan ini udah 2 minggu tapi belum muncul juga, waktu gue vaksin ke2 juga gitu, sertifikat nya telat🖕🏻👎🏻👎🏻👎🏻👎🏻👎🏻",1,negative
7819,2023-01-17 03:51:03,4.6.0,"Untuk developer apk tolong perhatiannya terhadap kendala user2 disini,saya gak bisa ngasih bintang lebih emang itu fakta nya",1,negative
7821,2023-02-27 16:07:52,4.6.0,"Buka sertifikat vaksin kok putih semua layarnya, coba di web semua juga sama gk bisa login..",1,negative
7823,2023-01-20 22:24:23,4.6.0,"Mau input data malah gagal trs, padahal sudah valid, ribet",1,negative
7824,2023-01-11 10:09:35,4.6.0,"Sertifikat vaksin ke 2 kok tdk di kasih, Utk akses tgl lahir juga ruwet,,,seandainya kelahiran tahun 70 an coba kalau masukan tgl lahir ketika mau liat cek sertifikat haduhhhh",1,negative
7825,2023-02-03 13:34:09,4.6.0,"Aplikasi cacad gk bisa dibuka, daftar lewat webnya pun tidak singkron",2,negative
7826,2023-01-26 20:40:16,4.6.0,Haduhh apk rempong banget sulit banget mau login ke akun karenan no hp hilang udah minta bantuan kek call centernya juga gak di bener2 in,1,negative
7827,2023-01-23 12:03:40,4.6.0,Di suruh update yang terbaru. Setelah update. Eh data2 vaksin ilang smua. Suruh masukan lagi dan ingat tanggal vaksinnya. Lha dikira kita ini kurang kerjaan apa ingat tgl vaksin. Kenapa se stiap buat apk sllu dipaksakan. Kalau blm siap sebaiknya jangan di share dlu. Sungguh mengecewakan,1,negative
7828,2023-01-12 01:19:09,4.6.0,Aplikasi goblog... Maulogin ngga bisa... Pake no Hp Email ngga terdaftar.. Sklinya daftar nik udah kedaftar...ke goblokan yg hqq emang,1,negative
7829,2023-01-23 23:44:12,4.6.0,Mengapa malah gak bisa buka aplikasinya? Padahal sudah update. Bagaimana jika diperlukan? Ini buat aplikasi niat baik atau gak sih?,1,negative
7830,2023-01-12 14:42:51,4.6.0,Cuma ngechek sertikat faksin saja sulitnya ya ALLAH. Ini tidak mempermudah tapi menyusahkan sdh mau digunakan malah katanya gak cocok mencari tanggal lahir ngeklik sampai pegel . Menyusahkan saja,1,negative
7834,2021-07-02 09:57:16,3.2.6,"Saya sudah tervaksin dan datanya ada di web versi peduli lindungi tapi setelah didownload aplikasi dr PS, aplikasi tidak bisa dibuka keterangan internet tidak tersedia padahal buat buka app lain gak ada masalah. Android saya android 10, hp tahun 2019, ram 4 gb, rom 64.",1,negative
7835,2023-02-25 04:21:41,4.6.0,"Gabisa masuk stuck di logo posisi hape xiaomi jaringan Telkomsel, Tolong perbaiki secepatnya Terimakasih.",1,negative
7837,2023-01-26 11:35:14,4.6.0,ngechat lewat wa minta ganti nomer hp udah ngirim data data tapi udah 2 hari masak belom ke ganti lama banget prosesnya wkwkwkwk padahal apk punya pemerintah,1,negative
7840,2023-01-12 08:38:29,4.6.0,Aplikasi gak guna Gak ada manfaat nya !!! Pembaruan aja terus Tp gak ada perbaikan,1,negative
7843,2023-02-27 06:47:41,4.6.0,"Daftar ber kali kali tetep gk bisa apk nya kurang bagus,mohon di cek kembali",2,negative
7844,2023-01-27 13:47:49,4.6.0,Aplikasi jelek. Disuruh sesuaikan nama dan KK di KTP padahal udah sama tetep aja gagal gak bisa,1,negative
7845,2023-01-19 14:49:02,4.6.0,Engak bisa daftar padahal semua sudah lengkap tolong diperbaiki Aplikasinya,1,negative
7846,2023-01-20 12:57:32,4.6.0,Minta update perubahan nomer hp buat login udah 3 hari gak selesai2. Tiap ditanya chat wa ke call center jawabannya cuma sedang diproses mohon nunggu dan cek berkala. Ditanya lagi jawabnya gitu lagi. Ditanya prosesnya berapa lama jawab sama mohon ditunggu doang. Gini amat ya aplikasi pemerintahan.,1,negative
7847,2023-02-24 21:24:35,4.6.0,"mau daftar login nggak bisa, padahal NIK sudah sesuai KTP",1,negative
7848,2023-01-17 07:01:41,4.6.0,System apk masih kolot sekaligus terlalu lambat buanget.,1,negative
7849,2023-02-09 15:46:29,4.6.0,"Aplikasi taii, penulisan nama & nik sudah sesui ktp masih gk bisa masuk",1,negative
7853,2023-02-14 10:54:42,4.6.0,Otp aja nggak bisa dikirim di kontak ke WA juga diem banget jadi syarat negara,1,negative
7858,2023-01-24 15:36:04,4.6.0,Tambah buruk aplikasinya tidak bisa buka sertifikat vaksin.. cuma bisa buka di home aja.. parah,1,negative
7860,2023-01-23 13:29:57,4.6.0,"Cara ngecek sertifikat punya org lain juga susah amat, semisal mau bantu cek sertifikat punya org tua gmna gk mncul juga tnggal terkahir kapan vaksin",2,negative
